trade_id,location,INDICATOR,SUBJECT,MEASURE,FREQUENCY,time,value,
792,KOR,BOP,TOT,MLN_USD,A,2017,75230.4,
793,KOR,BOP,TOT,MLN_USD,A,2018,76408.7,
813,LUX,BOP,TOT,MLN_USD,A,1995,2396.416,
814,LUX,BOP,TOT,MLN_USD,A,1996,2242.331,
815,LUX,BOP,TOT,MLN_USD,A,1997,1935.41,
816,LUX,BOP,TOT,MLN_USD,A,1998,1792.854,
817,LUX,BOP,TOT,MLN_USD,A,1999,1771.219,
818,LUX,BOP,TOT,MLN_USD,A,2000,2680.684,
819,LUX,BOP,TOT,MLN_USD,A,2001,1769.877,
820,LUX,BOP,TOT,MLN_USD,A,2002,2210.043,
821,LUX,BOP,TOT,MLN_USD,A,2003,1918.29,
822,LUX,BOP,TOT,MLN_USD,A,2004,4097.596,
823,LUX,BOP,TOT,MLN_USD,A,2005,4101.318,
824,LUX,BOP,TOT,MLN_USD,A,2006,4202.349,
825,LUX,BOP,TOT,MLN_USD,A,2007,4952.871,
826,LUX,BOP,TOT,MLN_USD,A,2008,4225.255,
827,LUX,BOP,TOT,MLN_USD,A,2009,3702.415,
828,LUX,BOP,TOT,MLN_USD,A,2010,3548.14,
829,LUX,BOP,TOT,MLN_USD,A,2011,3630.631,
830,LUX,BOP,TOT,MLN_USD,A,2012,3200.489,
831,LUX,BOP,TOT,MLN_USD,A,2013,3343.964,
832,LUX,BOP,TOT,MLN_USD,A,2014,3409.867,
833,LUX,BOP,TOT,MLN_USD,A,2015,2929.719,
834,LUX,BOP,TOT,MLN_USD,A,2016,3002.384,
835,LUX,BOP,TOT,MLN_USD,A,2017,3140.545,
836,LUX,BOP,TOT,MLN_USD,A,2018,3383.592,
861,MEX,BOP,TOT,MLN_USD,A,2006,-3431.8,
862,MEX,BOP,TOT,MLN_USD,A,2007,-9898.1,
863,MEX,BOP,TOT,MLN_USD,A,2008,-16773,
864,MEX,BOP,TOT,MLN_USD,A,2009,-7761.3,
865,MEX,BOP,TOT,MLN_USD,A,2010,-4798.9,
866,MEX,BOP,TOT,MLN_USD,A,2011,-11817.9,
867,MEX,BOP,TOT,MLN_USD,A,2012,-18585.5,B
868,MEX,BOP,TOT,MLN_USD,A,2013,-31416,
869,MEX,BOP,TOT,MLN_USD,A,2014,-25078.1,
870,MEX,BOP,TOT,MLN_USD,A,2015,-30740,
871,MEX,BOP,TOT,MLN_USD,A,2016,-23998.7,
872,MEX,BOP,TOT,MLN_USD,A,2017,-20172,
873,MEX,BOP,TOT,MLN_USD,A,2018,-22221.5,
887,NLD,BOP,TOT,MLN_USD,A,2004,49987.45,
888,NLD,BOP,TOT,MLN_USD,A,2005,48335.89,
889,NLD,BOP,TOT,MLN_USD,A,2006,66729.24,
890,NLD,BOP,TOT,MLN_USD,A,2007,58472.08,
891,NLD,BOP,TOT,MLN_USD,A,2008,47100.63,
892,NLD,BOP,TOT,MLN_USD,A,2009,46981.08,
893,NLD,BOP,TOT,MLN_USD,A,2010,58942.3,
894,NLD,BOP,TOT,MLN_USD,A,2011,77747.78,
895,NLD,BOP,TOT,MLN_USD,A,2012,85734.53,
896,NLD,BOP,TOT,MLN_USD,A,2013,85494.76,
897,NLD,BOP,TOT,MLN_USD,A,2014,75535.84,
898,NLD,BOP,TOT,MLN_USD,A,2015,48168.97,
899,NLD,BOP,TOT,MLN_USD,A,2016,63148.48,
900,NLD,BOP,TOT,MLN_USD,A,2017,90029.71,
901,NLD,BOP,TOT,MLN_USD,A,2018,99337.38,
917,NZL,BOP,TOT,MLN_USD,A,1972,39.435,
918,NZL,BOP,TOT,MLN_USD,A,1973,113.4535,
919,NZL,BOP,TOT,MLN_USD,A,1974,-1584.343,
920,NZL,BOP,TOT,MLN_USD,A,1975,-1382.333,
921,NZL,BOP,TOT,MLN_USD,A,1976,-925.3378,
922,NZL,BOP,TOT,MLN_USD,A,1977,-814.7704,
923,NZL,BOP,TOT,MLN_USD,A,1978,-439.8796,
924,NZL,BOP,TOT,MLN_USD,A,1979,-608.9374,
925,NZL,BOP,TOT,MLN_USD,A,1980,-896.0023,
926,NZL,BOP,TOT,MLN_USD,A,1981,-1045.667,
927,NZL,BOP,TOT,MLN_USD,A,1982,-1698.107,
928,NZL,BOP,TOT,MLN_USD,A,1983,-929.8441,
929,NZL,BOP,TOT,MLN_USD,A,1984,-1806.386,
930,NZL,BOP,TOT,MLN_USD,A,1985,-1505.301,
931,NZL,BOP,TOT,MLN_USD,A,1986,-1524.008,
932,NZL,BOP,TOT,MLN_USD,A,1987,-1470.297,
933,NZL,BOP,TOT,MLN_USD,A,1988,-122.8575,
934,NZL,BOP,TOT,MLN_USD,A,1989,-1279.554,
935,NZL,BOP,TOT,MLN_USD,A,1990,-1275.773,
936,NZL,BOP,TOT,MLN_USD,A,1991,-1030.193,
937,NZL,BOP,TOT,MLN_USD,A,1992,-1512.624,
938,NZL,BOP,TOT,MLN_USD,A,1993,-1505.159,
939,NZL,BOP,TOT,MLN_USD,A,1994,-1651.316,
940,NZL,BOP,TOT,MLN_USD,A,1995,-2429.761,
941,NZL,BOP,TOT,MLN_USD,A,1996,-3281.423,
942,NZL,BOP,TOT,MLN_USD,A,1997,-3625.601,
943,NZL,BOP,TOT,MLN_USD,A,1998,-1503.331,
944,NZL,BOP,TOT,MLN_USD,A,1999,-2854.744,
945,NZL,BOP,TOT,MLN_USD,A,2000,-1781.909,
946,NZL,BOP,TOT,MLN_USD,A,2001,-431.7536,
947,NZL,BOP,TOT,MLN_USD,A,2002,-1335.148,
948,NZL,BOP,TOT,MLN_USD,A,2003,-2014.453,
949,NZL,BOP,TOT,MLN_USD,A,2004,-4657.693,
950,NZL,BOP,TOT,MLN_USD,A,2005,-7996.613,
951,NZL,BOP,TOT,MLN_USD,A,2006,-7856.75,
952,NZL,BOP,TOT,MLN_USD,A,2007,-9147.546,
953,NZL,BOP,TOT,MLN_USD,A,2008,-10442.69,
954,NZL,BOP,TOT,MLN_USD,A,2009,-2765.095,
955,NZL,BOP,TOT,MLN_USD,A,2010,-3311.63,
956,NZL,BOP,TOT,MLN_USD,A,2011,-4685.392,
957,NZL,BOP,TOT,MLN_USD,A,2012,-6864.939,
958,NZL,BOP,TOT,MLN_USD,A,2013,-5756.846,
959,NZL,BOP,TOT,MLN_USD,A,2014,-6193.999,
960,NZL,BOP,TOT,MLN_USD,A,2015,-4784.442,
961,NZL,BOP,TOT,MLN_USD,A,2016,-3797.073,
962,NZL,BOP,TOT,MLN_USD,A,2017,-5436.152,
963,NZL,BOP,TOT,MLN_USD,A,2018,-7855.755,
995,NOR,BOP,TOT,MLN_USD,A,1981,2173.106,
996,NOR,BOP,TOT,MLN_USD,A,1982,527.6667,
997,NOR,BOP,TOT,MLN_USD,A,1983,2445.221,
998,NOR,BOP,TOT,MLN_USD,A,1984,3278.888,
999,NOR,BOP,TOT,MLN_USD,A,1985,3037.059,
1000,NOR,BOP,TOT,MLN_USD,A,1986,-4691.811,
1001,NOR,BOP,TOT,MLN_USD,A,1987,-4353.308,
1002,NOR,BOP,TOT,MLN_USD,A,1988,-4021.273,
1003,NOR,BOP,TOT,MLN_USD,A,1989,-93.86798,
1004,NOR,BOP,TOT,MLN_USD,A,1990,2943.464,
1005,NOR,BOP,TOT,MLN_USD,A,1991,4381.599,
1006,NOR,BOP,TOT,MLN_USD,A,1992,4469.884,
1007,NOR,BOP,TOT,MLN_USD,A,1993,3521.786,
1008,NOR,BOP,TOT,MLN_USD,A,1994,3736.531,
1009,NOR,BOP,TOT,MLN_USD,A,1995,5316.086,
1010,NOR,BOP,TOT,MLN_USD,A,1996,10991.11,
1011,NOR,BOP,TOT,MLN_USD,A,1997,9939.035,
1012,NOR,BOP,TOT,MLN_USD,A,1998,-475.7961,B
1013,NOR,BOP,TOT,MLN_USD,A,1999,8918.669,
1014,NOR,BOP,TOT,MLN_USD,A,2000,25279.86,
1015,NOR,BOP,TOT,MLN_USD,A,2001,27538.51,
1016,NOR,BOP,TOT,MLN_USD,A,2002,24084.49,
1017,NOR,BOP,TOT,MLN_USD,A,2003,27582.94,
1018,NOR,BOP,TOT,MLN_USD,A,2004,32734.56,
1019,NOR,BOP,TOT,MLN_USD,A,2005,50845.11,
1020,NOR,BOP,TOT,MLN_USD,A,2006,56418.77,
1021,NOR,BOP,TOT,MLN_USD,A,2007,49816.9,
1022,NOR,BOP,TOT,MLN_USD,A,2008,73027.84,
1023,NOR,BOP,TOT,MLN_USD,A,2009,41543.85,
1024,NOR,BOP,TOT,MLN_USD,A,2010,47306.73,
1025,NOR,BOP,TOT,MLN_USD,A,2011,62386.89,
1026,NOR,BOP,TOT,MLN_USD,A,2012,63386.76,
1027,NOR,BOP,TOT,MLN_USD,A,2013,53468.38,
1028,NOR,BOP,TOT,MLN_USD,A,2014,54906.41,
1029,NOR,BOP,TOT,MLN_USD,A,2015,30855.3,
1030,NOR,BOP,TOT,MLN_USD,A,2016,14828.89,
1031,NOR,BOP,TOT,MLN_USD,A,2017,18615.14,
1032,NOR,BOP,TOT,MLN_USD,A,2018,31244.31,
1071,POL,BOP,TOT,MLN_USD,A,2004,-13954.22,
1072,POL,BOP,TOT,MLN_USD,A,2005,-7976.422,
1073,POL,BOP,TOT,MLN_USD,A,2006,-13772.62,
1074,POL,BOP,TOT,MLN_USD,A,2007,-27181.71,
1075,POL,BOP,TOT,MLN_USD,A,2008,-35594.15,
1076,POL,BOP,TOT,MLN_USD,A,2009,-17398.4,
1077,POL,BOP,TOT,MLN_USD,A,2010,-25768,
1078,POL,BOP,TOT,MLN_USD,A,2011,-27478.12,
1079,POL,BOP,TOT,MLN_USD,A,2012,-18566.1,
1080,POL,BOP,TOT,MLN_USD,A,2013,-6619.981,
1081,POL,BOP,TOT,MLN_USD,A,2014,-11265.38,
1082,POL,BOP,TOT,MLN_USD,A,2015,-2679.937,
1083,POL,BOP,TOT,MLN_USD,A,2016,-2449.223,
1084,POL,BOP,TOT,MLN_USD,A,2017,378.6387,
1085,POL,BOP,TOT,MLN_USD,A,2018,-6011.796,
1101,PRT,BOP,TOT,MLN_USD,A,1996,-5542.026,
1102,PRT,BOP,TOT,MLN_USD,A,1997,-7234.78,
1103,PRT,BOP,TOT,MLN_USD,A,1998,-9360.322,
1104,PRT,BOP,TOT,MLN_USD,A,1999,-11298.12,
1105,PRT,BOP,TOT,MLN_USD,A,2000,-12776.75,
1106,PRT,BOP,TOT,MLN_USD,A,2001,-12704.29,
1107,PRT,BOP,TOT,MLN_USD,A,2002,-11261.33,
1108,PRT,BOP,TOT,MLN_USD,A,2003,-10943.74,
1109,PRT,BOP,TOT,MLN_USD,A,2004,-15047.3,
1110,PRT,BOP,TOT,MLN_USD,A,2005,-18888.43,
1111,PRT,BOP,TOT,MLN_USD,A,2006,-21412.15,
1112,PRT,BOP,TOT,MLN_USD,A,2007,-23113.4,
1113,PRT,BOP,TOT,MLN_USD,A,2008,-30984.72,
1114,PRT,BOP,TOT,MLN_USD,A,2009,-25086.12,
1115,PRT,BOP,TOT,MLN_USD,A,2010,-24395.95,
1116,PRT,BOP,TOT,MLN_USD,A,2011,-14636.55,
1117,PRT,BOP,TOT,MLN_USD,A,2012,-3490.975,
1118,PRT,BOP,TOT,MLN_USD,A,2013,3697.078,
1119,PRT,BOP,TOT,MLN_USD,A,2014,360.8886,
1120,PRT,BOP,TOT,MLN_USD,A,2015,455.9313,
1121,PRT,BOP,TOT,MLN_USD,A,2016,2255.935,
1122,PRT,BOP,TOT,MLN_USD,A,2017,2688.514,
1123,PRT,BOP,TOT,MLN_USD,A,2018,950.0493,
1147,SVK,BOP,TOT,MLN_USD,A,2004,-3286.15,
1148,SVK,BOP,TOT,MLN_USD,A,2005,-4058.595,
1149,SVK,BOP,TOT,MLN_USD,A,2006,-4374.457,
1150,SVK,BOP,TOT,MLN_USD,A,2007,-4028.905,
1151,SVK,BOP,TOT,MLN_USD,A,2008,-6010.979,
1152,SVK,BOP,TOT,MLN_USD,A,2009,-3066.267,
1153,SVK,BOP,TOT,MLN_USD,A,2010,-4216.181,
1154,SVK,BOP,TOT,MLN_USD,A,2011,-4862.487,
1155,SVK,BOP,TOT,MLN_USD,A,2012,878.6563,
1156,SVK,BOP,TOT,MLN_USD,A,2013,1830.618,
1157,SVK,BOP,TOT,MLN_USD,A,2014,1155.109,
1158,SVK,BOP,TOT,MLN_USD,A,2015,-1851.125,
1159,SVK,BOP,TOT,MLN_USD,A,2016,-2456.425,
1160,SVK,BOP,TOT,MLN_USD,A,2017,-1824.131,
1161,SVK,BOP,TOT,MLN_USD,A,2018,-2797.63,
1177,ESP,BOP,TOT,MLN_USD,A,1993,-10783.99,
1178,ESP,BOP,TOT,MLN_USD,A,1994,-11552.33,
1179,ESP,BOP,TOT,MLN_USD,A,1995,-7671.717,
1180,ESP,BOP,TOT,MLN_USD,A,1996,-5496.255,
1181,ESP,BOP,TOT,MLN_USD,A,1997,-4276.354,
1182,ESP,BOP,TOT,MLN_USD,A,1998,-10412.28,
1183,ESP,BOP,TOT,MLN_USD,A,1999,-20881.93,
1184,ESP,BOP,TOT,MLN_USD,A,2000,-26207.82,
1185,ESP,BOP,TOT,MLN_USD,A,2001,-27506.85,
1186,ESP,BOP,TOT,MLN_USD,A,2002,-26348.05,
1187,ESP,BOP,TOT,MLN_USD,A,2003,-35195.77,
1188,ESP,BOP,TOT,MLN_USD,A,2004,-58537.98,
1189,ESP,BOP,TOT,MLN_USD,A,2005,-83609.72,
1190,ESP,BOP,TOT,MLN_USD,A,2006,-111524.2,
1191,ESP,BOP,TOT,MLN_USD,A,2007,-138877.5,
1192,ESP,BOP,TOT,MLN_USD,A,2008,-150961.5,
1193,ESP,BOP,TOT,MLN_USD,A,2009,-64170.57,
1194,ESP,BOP,TOT,MLN_USD,A,2010,-56139.81,
1195,ESP,BOP,TOT,MLN_USD,A,2011,-47331.69,
1196,ESP,BOP,TOT,MLN_USD,A,2012,1137.523,
1197,ESP,BOP,TOT,MLN_USD,A,2013,27613.25,
1198,ESP,BOP,TOT,MLN_USD,A,2014,23270.68,
1199,ESP,BOP,TOT,MLN_USD,A,2015,24215.39,
1200,ESP,BOP,TOT,MLN_USD,A,2016,39113.93,
1201,ESP,BOP,TOT,MLN_USD,A,2017,35039.73,
1202,ESP,BOP,TOT,MLN_USD,A,2018,27479.44,
1227,SWE,BOP,TOT,MLN_USD,A,1982,-3420.91,
1228,SWE,BOP,TOT,MLN_USD,A,1983,-750.8651,
1229,SWE,BOP,TOT,MLN_USD,A,1984,721.4931,
1230,SWE,BOP,TOT,MLN_USD,A,1985,-1155.628,
1231,SWE,BOP,TOT,MLN_USD,A,1986,911.3375,
1232,SWE,BOP,TOT,MLN_USD,A,1987,286.8969,
1233,SWE,BOP,TOT,MLN_USD,A,1988,-490.3113,
1234,SWE,BOP,TOT,MLN_USD,A,1989,-3108.795,
1235,SWE,BOP,TOT,MLN_USD,A,1990,-6244.794,
1236,SWE,BOP,TOT,MLN_USD,A,1991,-4699.722,
1237,SWE,BOP,TOT,MLN_USD,A,1992,-7372.114,
1238,SWE,BOP,TOT,MLN_USD,A,1993,-2593.688,
1239,SWE,BOP,TOT,MLN_USD,A,1994,2363.88,
1240,SWE,BOP,TOT,MLN_USD,A,1995,8425.878,
1241,SWE,BOP,TOT,MLN_USD,A,1996,9627.737,
1242,SWE,BOP,TOT,MLN_USD,A,1997,10327.17,
1243,SWE,BOP,TOT,MLN_USD,A,1998,9706.712,
1244,SWE,BOP,TOT,MLN_USD,A,1999,10655.21,
1245,SWE,BOP,TOT,MLN_USD,A,2000,10298.13,
1246,SWE,BOP,TOT,MLN_USD,A,2001,11361.55,
1247,SWE,BOP,TOT,MLN_USD,A,2002,11853.67,
1248,SWE,BOP,TOT,MLN_USD,A,2003,19524.96,
1249,SWE,BOP,TOT,MLN_USD,A,2004,22933.99,
1250,SWE,BOP,TOT,MLN_USD,A,2005,23542.95,
1251,SWE,BOP,TOT,MLN_USD,A,2006,34461.74,
1252,SWE,BOP,TOT,MLN_USD,A,2007,39875.82,
1253,SWE,BOP,TOT,MLN_USD,A,2008,40273.42,
1254,SWE,BOP,TOT,MLN_USD,A,2009,25929.47,
1255,SWE,BOP,TOT,MLN_USD,A,2010,29142.66,
1256,SWE,BOP,TOT,MLN_USD,A,2011,31389.6,
1257,SWE,BOP,TOT,MLN_USD,A,2012,30414.68,B
1258,SWE,BOP,TOT,MLN_USD,A,2013,30290.32,
1259,SWE,BOP,TOT,MLN_USD,A,2014,26101.19,
1260,SWE,BOP,TOT,MLN_USD,A,2015,20718.27,
1261,SWE,BOP,TOT,MLN_USD,A,2016,18255.34,
1262,SWE,BOP,TOT,MLN_USD,A,2017,16596.52,
1263,SWE,BOP,TOT,MLN_USD,A,2018,10541.04,
1290,CHE,BOP,TOT,MLN_USD,A,2000,32540.25,
1291,CHE,BOP,TOT,MLN_USD,A,2001,22578.54,
1292,CHE,BOP,TOT,MLN_USD,A,2002,25143.72,
1293,CHE,BOP,TOT,MLN_USD,A,2003,44543.38,
1294,CHE,BOP,TOT,MLN_USD,A,2004,57722.68,
1295,CHE,BOP,TOT,MLN_USD,A,2005,54797.15,
1296,CHE,BOP,TOT,MLN_USD,A,2006,61574.68,
1297,CHE,BOP,TOT,MLN_USD,A,2007,48247.96,
1298,CHE,BOP,TOT,MLN_USD,A,2008,12715.57,
1299,CHE,BOP,TOT,MLN_USD,A,2009,39634.14,
1300,CHE,BOP,TOT,MLN_USD,A,2010,85473.93,
1301,CHE,BOP,TOT,MLN_USD,A,2011,54773.72,
1302,CHE,BOP,TOT,MLN_USD,A,2012,71358.99,
1303,CHE,BOP,TOT,MLN_USD,A,2013,79883.72,
1304,CHE,BOP,TOT,MLN_USD,A,2014,61218.96,
1305,CHE,BOP,TOT,MLN_USD,A,2015,76539.85,
1306,CHE,BOP,TOT,MLN_USD,A,2016,66151.25,
1307,CHE,BOP,TOT,MLN_USD,A,2017,43617.34,
1308,CHE,BOP,TOT,MLN_USD,A,2018,57938.48,
1328,TUR,BOP,TOT,MLN_USD,A,1992,-974,
1329,TUR,BOP,TOT,MLN_USD,A,1993,-6433,
1330,TUR,BOP,TOT,MLN_USD,A,1994,2631,
1331,TUR,BOP,TOT,MLN_USD,A,1995,-2339,
1332,TUR,BOP,TOT,MLN_USD,A,1996,-2437,
1333,TUR,BOP,TOT,MLN_USD,A,1997,-2638,
1334,TUR,BOP,TOT,MLN_USD,A,1998,2000,
1335,TUR,BOP,TOT,MLN_USD,A,1999,-925,
1336,TUR,BOP,TOT,MLN_USD,A,2000,-9920,
1337,TUR,BOP,TOT,MLN_USD,A,2001,3760,
1338,TUR,BOP,TOT,MLN_USD,A,2002,-626,
1339,TUR,BOP,TOT,MLN_USD,A,2003,-7554,
1340,TUR,BOP,TOT,MLN_USD,A,2004,-14198,
1341,TUR,BOP,TOT,MLN_USD,A,2005,-20980,
1342,TUR,BOP,TOT,MLN_USD,A,2006,-31089,
1343,TUR,BOP,TOT,MLN_USD,A,2007,-36795,
1344,TUR,BOP,TOT,MLN_USD,A,2008,-39297,
1345,TUR,BOP,TOT,MLN_USD,A,2009,-11167,
1346,TUR,BOP,TOT,MLN_USD,A,2010,-44460,
1347,TUR,BOP,TOT,MLN_USD,A,2011,-74234,
1348,TUR,BOP,TOT,MLN_USD,A,2012,-47966.7,
1349,TUR,BOP,TOT,MLN_USD,A,2013,-63646.24,
1350,TUR,BOP,TOT,MLN_USD,A,2014,-43644.71,
1351,TUR,BOP,TOT,MLN_USD,A,2015,-32179.9,
1352,TUR,BOP,TOT,MLN_USD,A,2016,-33207.78,
1353,TUR,BOP,TOT,MLN_USD,A,2017,-47284.05,
1354,TUR,BOP,TOT,MLN_USD,A,2018,-26993.09,
1376,GBR,BOP,TOT,MLN_USD,A,1957,745.8669,
1377,GBR,BOP,TOT,MLN_USD,A,1958,1039.656,
1378,GBR,BOP,TOT,MLN_USD,A,1959,514.0209,
1379,GBR,BOP,TOT,MLN_USD,A,1960,-623.2971,
1380,GBR,BOP,TOT,MLN_USD,A,1961,187.7505,
1381,GBR,BOP,TOT,MLN_USD,A,1962,491.3648,
1382,GBR,BOP,TOT,MLN_USD,A,1963,414.4405,
1383,GBR,BOP,TOT,MLN_USD,A,1964,-982.9643,
1384,GBR,BOP,TOT,MLN_USD,A,1965,-173.3654,
1385,GBR,BOP,TOT,MLN_USD,A,1966,343.5666,
1386,GBR,BOP,TOT,MLN_USD,A,1967,-817.0321,
1387,GBR,BOP,TOT,MLN_USD,A,1968,-720.4944,
1388,GBR,BOP,TOT,MLN_USD,A,1969,982.4278,
1389,GBR,BOP,TOT,MLN_USD,A,1970,1751.446,
1390,GBR,BOP,TOT,MLN_USD,A,1971,2499.73,
1391,GBR,BOP,TOT,MLN_USD,A,1972,74.92686,
1392,GBR,BOP,TOT,MLN_USD,A,1973,-3005.469,
1393,GBR,BOP,TOT,MLN_USD,A,1974,-8146.222,
1394,GBR,BOP,TOT,MLN_USD,A,1975,-4145.91,
1395,GBR,BOP,TOT,MLN_USD,A,1976,-2116.119,
1396,GBR,BOP,TOT,MLN_USD,A,1977,-910.5477,
1397,GBR,BOP,TOT,MLN_USD,A,1978,1077.851,
1398,GBR,BOP,TOT,MLN_USD,A,1979,-2740.978,
1399,GBR,BOP,TOT,MLN_USD,A,1980,3263.323,
1400,GBR,BOP,TOT,MLN_USD,A,1981,8908.096,
1401,GBR,BOP,TOT,MLN_USD,A,1982,3111.951,
1402,GBR,BOP,TOT,MLN_USD,A,1983,1165.524,
1403,GBR,BOP,TOT,MLN_USD,A,1984,-2468.15,
1404,GBR,BOP,TOT,MLN_USD,A,1985,-1494.888,
1405,GBR,BOP,TOT,MLN_USD,A,1986,-6257.78,
1406,GBR,BOP,TOT,MLN_USD,A,1987,-12882.11,
1407,GBR,BOP,TOT,MLN_USD,A,1988,-35017.21,
1408,GBR,BOP,TOT,MLN_USD,A,1989,-40980.45,
1409,GBR,BOP,TOT,MLN_USD,A,1990,-36717.39,
1410,GBR,BOP,TOT,MLN_USD,A,1991,-16410.47,
1411,GBR,BOP,TOT,MLN_USD,A,1992,-19507.47,
1412,GBR,BOP,TOT,MLN_USD,A,1993,-15264.88,
1413,GBR,BOP,TOT,MLN_USD,A,1994,-5996.031,
1414,GBR,BOP,TOT,MLN_USD,A,1995,-8994.825,
1415,GBR,BOP,TOT,MLN_USD,A,1996,-8103.692,
1416,GBR,BOP,TOT,MLN_USD,A,1997,-3182.631,
1417,GBR,BOP,TOT,MLN_USD,A,1998,-6937.274,
1418,GBR,BOP,TOT,MLN_USD,A,1999,-41528.14,
1419,GBR,BOP,TOT,MLN_USD,A,2000,-37541.77,
1420,GBR,BOP,TOT,MLN_USD,A,2001,-33909.5,
1421,GBR,BOP,TOT,MLN_USD,A,2002,-36684.84,
1422,GBR,BOP,TOT,MLN_USD,A,2003,-36244.92,
1423,GBR,BOP,TOT,MLN_USD,A,2004,-56212.84,
1424,GBR,BOP,TOT,MLN_USD,A,2005,-49468.92,
1425,GBR,BOP,TOT,MLN_USD,A,2006,-75661.31,
1426,GBR,BOP,TOT,MLN_USD,A,2007,-102915.8,
1427,GBR,BOP,TOT,MLN_USD,A,2008,-114530.7,
1428,GBR,BOP,TOT,MLN_USD,A,2009,-80428.62,
1429,GBR,BOP,TOT,MLN_USD,A,2010,-78453.98,
1430,GBR,BOP,TOT,MLN_USD,A,2011,-46878.1,
1431,GBR,BOP,TOT,MLN_USD,A,2012,-93098.02,
1432,GBR,BOP,TOT,MLN_USD,A,2013,-132605.8,
1433,GBR,BOP,TOT,MLN_USD,A,2014,-144764.9,
1434,GBR,BOP,TOT,MLN_USD,A,2015,-143676.9,
1435,GBR,BOP,TOT,MLN_USD,A,2016,-140349,
1436,GBR,BOP,TOT,MLN_USD,A,2017,-93110.12,
1437,GBR,BOP,TOT,MLN_USD,A,2018,-110528.4,
1438,GBR,BOP,TOT,PC_GDP,A,1955,-0.5847343,
1439,GBR,BOP,TOT,PC_GDP,A,1956,1.171556,
1502,USA,BOP,TOT,MLN_USD,A,1960,2824,
1503,USA,BOP,TOT,MLN_USD,A,1961,3822,
1504,USA,BOP,TOT,MLN_USD,A,1962,3384,
1505,USA,BOP,TOT,MLN_USD,A,1963,4413,
1506,USA,BOP,TOT,MLN_USD,A,1964,6824,
1507,USA,BOP,TOT,MLN_USD,A,1965,5428,
1508,USA,BOP,TOT,MLN_USD,A,1966,3032,
1509,USA,BOP,TOT,MLN_USD,A,1967,2580,
1510,USA,BOP,TOT,MLN_USD,A,1968,613,
1511,USA,BOP,TOT,MLN_USD,A,1969,396,
1512,USA,BOP,TOT,MLN_USD,A,1970,2329,
1513,USA,BOP,TOT,MLN_USD,A,1971,-1435,
1514,USA,BOP,TOT,MLN_USD,A,1972,-5797,
1515,USA,BOP,TOT,MLN_USD,A,1973,7138,
1516,USA,BOP,TOT,MLN_USD,A,1974,1958,
1517,USA,BOP,TOT,MLN_USD,A,1975,18114,
1518,USA,BOP,TOT,MLN_USD,A,1976,4293,
1519,USA,BOP,TOT,MLN_USD,A,1977,-14337,
1520,USA,BOP,TOT,MLN_USD,A,1978,-15143,
1521,USA,BOP,TOT,MLN_USD,A,1979,-290,
1522,USA,BOP,TOT,MLN_USD,A,1980,2316,
1523,USA,BOP,TOT,MLN_USD,A,1981,5031,
1524,USA,BOP,TOT,MLN_USD,A,1982,-5533,
1525,USA,BOP,TOT,MLN_USD,A,1983,-38695,
1526,USA,BOP,TOT,MLN_USD,A,1984,-94342,
1527,USA,BOP,TOT,MLN_USD,A,1985,-118159,
1528,USA,BOP,TOT,MLN_USD,A,1986,-147176,
1529,USA,BOP,TOT,MLN_USD,A,1987,-160661,
1530,USA,BOP,TOT,MLN_USD,A,1988,-121159,
1531,USA,BOP,TOT,MLN_USD,A,1989,-99485,
1532,USA,BOP,TOT,MLN_USD,A,1990,-78965,
1533,USA,BOP,TOT,MLN_USD,A,1991,2895,
1534,USA,BOP,TOT,MLN_USD,A,1992,-51614,
1535,USA,BOP,TOT,MLN_USD,A,1993,-84816,
1536,USA,BOP,TOT,MLN_USD,A,1994,-121612,
1537,USA,BOP,TOT,MLN_USD,A,1995,-113571,B
1538,USA,BOP,TOT,MLN_USD,A,1996,-124773,
1539,USA,BOP,TOT,MLN_USD,A,1997,-140720,
1540,USA,BOP,TOT,MLN_USD,A,1998,-215066,
1541,USA,BOP,TOT,MLN_USD,A,1999,-288361,
1542,USA,BOP,TOT,MLN_USD,A,2000,-403451,
1543,USA,BOP,TOT,MLN_USD,A,2001,-389686,
1544,USA,BOP,TOT,MLN_USD,A,2002,-450794,
1545,USA,BOP,TOT,MLN_USD,A,2003,-518751,
1546,USA,BOP,TOT,MLN_USD,A,2004,-631593,
1547,USA,BOP,TOT,MLN_USD,A,2005,-745233,
1548,USA,BOP,TOT,MLN_USD,A,2006,-805963,
1549,USA,BOP,TOT,MLN_USD,A,2007,-711036,
1550,USA,BOP,TOT,MLN_USD,A,2008,-681390,
1551,USA,BOP,TOT,MLN_USD,A,2009,-372522,
1552,USA,BOP,TOT,MLN_USD,A,2010,-431266,
1553,USA,BOP,TOT,MLN_USD,A,2011,-445663,
1554,USA,BOP,TOT,MLN_USD,A,2012,-426833,
1555,USA,BOP,TOT,MLN_USD,A,2013,-348801,
1556,USA,BOP,TOT,MLN_USD,A,2014,-365199,
1557,USA,BOP,TOT,MLN_USD,A,2015,-407764,
1558,USA,BOP,TOT,MLN_USD,A,2016,-428349,
1559,USA,BOP,TOT,MLN_USD,A,2017,-439646,
1560,USA,BOP,TOT,MLN_USD,A,2018,-490978,
1620,BRA,BOP,TOT,MLN_USD,A,1995,-18712.42,
1621,BRA,BOP,TOT,MLN_USD,A,1996,-23843.03,
